premise,hypothesis,genre,label
Your memories are probably very similar.,Your memories are vivid just like theirs.,letters,1
"This was done because of the organization of work in clothing shops; the low capital costs and high proportion of labor costs, especially in women's wear for contract shops; the intense product competition among manufacturers within and among geographic markets; and the diversity of products and changing styles.",This was done because of how workers in clothing shops were organized according to experience.,oup,1
"This occurred not only because of the greater concentration of businesses in the textile industry, but because textile companies generally plan to run their expensive capital equipment at full capacity around the clock.",Running capital equipment at full capacity around the clock costs more than it's worth.,oup,1
Or do would they rather you have stay in Nursing?,Is the Nursing program the best option for you?,facetoface,1
"Considering the circulation of The New York Times on Sundays, his column is probably the most widely read commentary on contemporary English in the world; that places more than one uncommon burden on a  he must do his utmost to be accurate; he must try to select subjects likely to be of interest to his readers; and he must write well.",His column is the most widely read and he always chooses subjects that are interesting to his readers. ,verbatim,1
The Black Cane Society is named after the Black Cane award which is given annually by the law students to the professor who is voted to be the most outstanding classroom teacher.,No professor has ever won the Black Cane award more than once.  ,letters,1
"That is not entirely true, for linguists know too much about language to suggest that there ever was, literally, a single language from which all Indo-European languages descended.",There is active research in the linguistics community to determine the origins of Indo-European languages.,verbatim,1
"Although new work practices are evolving in the apparel industry, many workers still specialize in one operation or at most two.",Most workers don't want to specialize in more than two operations.,oup,1
" Turning a corner of the Mazza Gallerie into a women's tennis store, I was startled to see ...",The Gallerie was much nicer than the shoe store. ,verbatim,1
"In Sarasota, Florida, the presidential motorcade was arriving at the Emma E. Booker Elementary School, where President Bush was to read to a class and talk about education.","In Sarasota, Florida the President had arrived at a school just moments before the hijackers would take over.",nineeleven,1
"In fact, a production line is probably never in perfect balance.","Despite the fact that a perfect balance is probably impossible to achieve in a production line, managers often strive for it as a target.",oup,1
"But duende has deeper vibrations, evoking for its disciples the very ethos of Spain.",Duende was very important.,verbatim,1
The killers were assumed to be rival Egyptians.,The killers were thought to be Egyptian by pretty much everyone.,nineeleven,1
"`Cause we're like, now I can say this because I'm older or whatever and I can like deal with it, I'm exactly like my dad.","When I was younger, I felt very uncomfortable saying that I was like my father. ",facetoface,1
I've read several of his books both fiction and non-fiction books.,I've read five of his books. ,facetoface,1
"The first is that I find their interpretation of the evidence often skewed; the second is that while adjustment to lexicon, which they have always strongly advocated, is one thing, modification of grammar is another.",Their lawyers were not the best when preparing various documents.,verbatim,1
"Our faculty are involved in the community, working with city officials, conducting research, and providing the community with expertise and service.",Our teachers are happy to be working so closely to the community.,letters,1
We believe such statements do not reflect an adequate appreciation of the FAA's responsibility for the safety and security of civil aviation.,The statements ignore the FAA's relevant studies and research.,nineeleven,1
"United 93 crashed in Pennsylvania at 10:03:11, 125 miles from Washington, D.C.",The United 93 crash was caused by the passengers.  ,nineeleven,1
"Um, not really anything unusual.",It's happened before.,facetoface,1
"For example, close to 50 percent of the value of shipments for men's shirts comes from the cost of materials, while 25 percent arises from compensation costs.",Almost 25 percent of the value of shipments for men's shirts comes from transport costs.,oup,1
"In October, we will begin our annual telefund.",The tele fund is going to last two months long,letters,1
"Essentially, random fluctuation in demand cannot be explained by trends, seasonality, cyclicality, or other factors like advertising and new product introduction.",Retailers would like to be able to explain every fluctuation in demand.,oup,1
"Here, the object of play is the written form of the answer, or, more precisely, the letters of which that form consists.",That form contains letters and requires much study to understand. ,verbatim,1
"On his way home, he shares the story with four people at a street corner.",He talks to four people at the street corner right next to his home.,letters,1
Carnegie also describes namma-holes and soaks as sources of water.,Carneagie studied sources of water in his youth.,verbatim,1
"As we prepare for all the events this fall, we are also looking into the future with the preparations for a new facility for the professional art school, administrative offices, faculty studios, a library and a contemporary gallery.","New facilities are too costly at this point, but future planning is important still.",letters,1
"Please keep in mind, requests for donations to the Capital Campaign are separate and will be made later this month.",Please remember that requests for donations to the Capital Campaign will come later in June.,letters,1
Some family members who listened to the recording report that they can hear the voice of a loved one among the din.,The loved ones of the victims heard screaming on the recording.,nineeleven,1
Now what about your mom?,What are your feelings concerning your mom?,facetoface,1
Laying out a production line required exact calculation of the number of workers required for a given step to keep single garments moving through the operation continuously'much as a car moves down an assembly line.,There were economies of scale related to workers on the production line.,oup,1
Did you write this?,Did you compose this brilliant piece of work?,facetoface,1
The whole idea of such a procedure is enough to make one sweat bullets.,The procedure has a mediocre success rate.,verbatim,1
The other aircraft referred to by New York Center was United 175.,"New York Center mentioned two aircrafts, including United 175.",nineeleven,1
But caring adults like you can reach out and help.,There are over 400 individual volunteers in our organization.,letters,1
No move was made to evacuate the Vice President at this time.,"The Vice President wasn't evacuated at that time, choosing to stay at work instead.",nineeleven,1
All understood the plane had been hijacked.,"As soon as it was announced, all understood that the plane was hijacked.",nineeleven,1
"They grew up in Lewisburg, NC, which is a little small town it's east of Raleigh.","Lewisburg, NC has a barber shop. ",facetoface,1
"Although these advances are encouraging, our work is far from complete.",There have been advances such as mastering time travel and instant teleportation.,letters,1
"Some die-cutting operations allow for a number of knit tubes to be centered, placed on one another, and then cut.",The refinement of die-cutting operations added value to the supply chain.,oup,1
"The bankruptcy of secular, autocratic nationalism was evident across the Muslim world by the late 1970s.",Muslims disliked autocratic nationalism by the late 1970s.,nineeleven,1
"I guess I want to say that it's been a real positive experience living here, because my, my mother really wants to move back up north because that's where she's from.",My mother does not really like living here.,facetoface,1
This could be a third aircraft.,The airplane could be the third or fourth.,nineeleven,1
Take a step toward making a difference in the lives of our young woman and recommit to the Girl Scout vision.,Just a simple response with the form attached indicating your preferences you can begin to support the girls.,letters,1
"YMCA of Greater Indianapolis RLYOC-Urban Mission July 29, 1999 Page 2","The last page of the YMCA of Greater Indianapolis RLYOC-Urban Mission, July 1999 edition. ",letters,1
"If my father bought it, it would have to be a Dodge.",My father is an avid car collector and loves driving.,facetoface,1
Do you remember the names of any of them?,Do you remember any of the movie names?,facetoface,1
 Kid  Ory played great jazz trombone.,Kid played jazz music in clubs.,verbatim,1
"As the above citations indicate, the distribution of one-letter words is quite broad, extending from The New York Times to Mother Jones , from the print world to cartoon country and TV land.",The New York Times and Mother Jones have good examples of the distribution of one-letter-words.,verbatim,1
"As you know, this is an extraordinary year for council fund raising.","As you are already aware, this is a very important year for council fund raising as many costly programs are being added.",letters,1
"When we began our research, we were advised by American industry participants to establish better performance measures'for example, how many minutes does it take to make a shirt?",We are currently using several dozen performance measures.,oup,1
[A message to businessmen from the Pasco County (Fla.),A statement that must be read immediately by its receiver.,verbatim,1
Computer images can be viewed on the local area network or even put on the Internet in a secure form.,"In addition to seeing it in printed form, photos can also be seen on the computer's local network or on the internet.",oup,1
These trainers were later heard boasting that their assistance led to the October 1993 shootdown of two U.S.,"At a later point, these trainers were heard bragging that their help led to the shoot-down and complete destruction of two U.S. helicopters.",nineeleven,1
And did you like living in Charlotte all your life?,Was Charlotte a your first choice to live your whole life? ,facetoface,1
"Note that the work in a shirt plant is generally grouped into production lots of 1,500 shirts if the progressive bundle system is used.","Work in a shirt plant is generally grouped into production lots of 1,500 shirts, and organized by color.",oup,1
"The Indianapolis YWCA is an open, supportive organization concerned with women and families; providing opportunities to develop skills, knowledge and resources in the areas of health, self-awareness and leadership.",Women have been coming and using the YWCA for years.,letters,1
It scarcely needs pointing out that the British usage was not brought about by any sense of justice toward women but by the apparent fact that the people in Britain are not quite as uptight about usage as the Americans.,The British are less uptight about a woman's body than Americans are. ,verbatim,1
"Um, also a pothead, but not really so consumed with it necessarily.","They smoked pot a few times a day, but it didn't get in the way of the work.",facetoface,1
"Manager, New York  We have several situations going on here.",These issues were more than New York could deal with.  ,nineeleven,1
"For example, textile firms that supply retailers directly with their own products may have to combine equivalent information technologies with manufacturing innovations in finishing lines that shorten production cycles in order to gain competitive advantage.",Innovation through information technology makes more profits for the textile firms.,oup,1
It is the story of eccentric and violent ideas sprouting in the fertile ground of political and social turmoil.,It is a sad story about political and social turmoil.  ,nineeleven,1
"Vivacious, stimulating parental behavior, including frequent questioning, instructing, and pointing out objects, is beneficial for reserved, inactive infants; it helps them become interested in and engaged with novel toys.",Novel toys can be frightening for young children.,oup,1
"We put the baby mallard in a small aviary with the half-grown muscovy, and it worked.",The muscovy adopted the baby mallard as if it was its own baby.,letters,1
Enclosed is a specially prepared and entertaining crossword puzzle that challenges your knowledge about the law school.,We knew that you really enjoy crossword puzzles.  ,letters,1
"\\ How \\, how come?",How did you do it and why is my question because I saw the story in the news about the bank robbery? ,facetoface,1
"Six, southwest of the White House, deviating away.",They were monitored on radar as a precaution.,nineeleven,1
"Where, where are you working now?","You are still working in the same place, correct? ",facetoface,1
"I said to him, Why?","He said to me one thing, and one thing only: Because pickles.",facetoface,1
How old would you say you were when your cousins were doing this reading?,Were you old enough to remember the details of the reading? ,facetoface,1
Children must  do their own work. ,Many children are put to work for the first time in school.,oup,1
"That's what they're speculating, that's speculation only.",That is just speculation because no one knows for sure where the plane is.,nineeleven,1
There is no intelligent life on this planet. ,There isn't intelligent life on Earth.,verbatim,1
Many manufacturers do not explicitly track and use information like weekly demand variation for different SKUs.,Manufacturers use different SKUs in their systems.,oup,1
"Representatives also came from organizations such as the Palestine Liberation Organization, Hamas, and Hezbollah.",The majority of the representatives came from Hamas.,nineeleven,1
"And, um, my junior year of high sch, high school, we moved into like the city, the west side of Charlotte, and I went to West Meck, and that was a, um, culture experience, \\ I guess \\.",The city we moved into was new and fresh.,facetoface,1
"But between water and watt there are fifty-four main entries in Cobuild and 148 in CED . They share such entries as water biscuit and waterworks . But in addition CED alone enters water measurer (a `bug'), Watford (a `town north of London'), etc.","Cobuild had originally included several of the terms included in CED, but removed them for being too niche.",verbatim,1
ramrod A ramrod is a rod of wood or metal for ramming the ball and patch down the barrel of a muzzleloading firearm and setting them against the main powder charge.,Ramrods come in a variety of different wood and metal types.,verbatim,1
" How to protect your neighborhood against crime and Jennifer Beals, star of `The Bride.",Jennifer Beals and crime are dangerous,verbatim,1
We have already described some specific ways that managers can think about integration of new information technologies and manufacturing practices.,New information technologies are being used more often in business.,oup,1
When are you going to that?,Are you going to that place after dinner time?,facetoface,1
That would be an interesting day.,It would only be interesting if he turns up.,verbatim,1
Do you remember being read to when you were little?,Do you remember your mother reading to you when you were a child?,facetoface,1
A men's trousers manufacturer in the early 1990s invested in modular production in some of its lines to reduce throughput times.,"Modular production also helped to speed up the throughput times with shirts, skirts, dresses, and shoes.",oup,1
"These definitions are given in the most recent (1983) edition of Chambers 20th Century Dictionary , which was edited and published in Edinburgh.",The Chambers 20th Century Dictionary contains multiple definitions.,verbatim,1
"This organization's structure included as its operating arms an intelligence component, a military committee, a financial committee, a political committee, and a committee in charge of media affairs and propaganda.",The largest branch was its political committee.,nineeleven,1
"Language appropriate to  a basic ability to read and write, followed by the capacity to handle abstract usage, and, at a higher level, to be at ease with what Philip Gove in Webster's Third called ISV, `international scientific vocabulary.",Philip Gove is a linguist with a masters degree in Foreign Language Studies.,verbatim,1
With rue and the beautiful Puritan pansies.,There are beautiful pansies in the field.,verbatim,1
"U.S. intelligence estimates put the total number of fighters who underwent instruction in Bin Ladin-supported camps in Afghanistan from 1996 through 9/11 at 10,000 to 20,000.","The actual number of fighters who received instruction in Afghanistan was 15,579.",nineeleven,1
I couldn't have done it.,I couldn't have texted her.,facetoface,1
What how often.,I don't mind how many times you did whatever.,facetoface,1
"This year, 1993, marks the ten-year anniversary of the A. Rebekah Fisk Memorial Scholarship.",The A. Rebekah Fisk Memorial Scholarship has helped a lot of students.,letters,1
Representatives from 43 different countries were in attendance.,"People from 43 different countries were present, and the event was hosted on live TV.",letters,1
"The time saved in production can be lost if the distribution method is slow, or if there are other impediments to the movement of products from the apparel-maker to the retailer.",The speed of production won't matter in the long run if you keep on having excess stocks due to slow selling.,oup,1
. . . [I]f they're there then we'll run on them.,"They said, ""If they are there, then we will run on them"" to try to save the crew, passengers or buildings in larger public places from being attacked. ",nineeleven,1
"At 9:03:11, United Airlines Flight 175 struck the South Tower of the World Trade Center.",United Airlines Flight 175 increased its speed as it struck the South Tower.,nineeleven,1
"At 9:41, Cleveland Center lost United 93's transponder signal.",The transponder was shut off by the hijackers.,nineeleven,1
Software can prevent lines from being cut twice; it can control the touchy job of cutting the apex of wedge-shaped pieces by approaching the point from both sides of the wedge rather than attempting to cut around the tip.,Cutting lines is such a touchy job because they have electrical currents.,oup,1
"In addition, gifts provide essential support in a number of other areas, including recruitment of new faculty members and students, maintaining our Career Services office, securing guest speakers, supporting the school's commencement and publications",The school wouldn't be able to hire a guest speaker without gifts.,letters,1
"Where, where are you working now?","You have switched work locations, haven't you? ",facetoface,1
I look around well he was right here.,He was here five minutes ago.,facetoface,1
"Well, so many bullets, so many things.","You know what they say about life, so many bullets, so many things.",facetoface,1
The Other  A view of the smoking room and library of the House of Commons in March 1987 was commissioned for the House by 156 of the members of Parliament who were not included in the Official Painting. ,"The lack of their inclusion in the Official Painting,  pushed the missing members to commission it for the House.",verbatim,1
These are artists who are either emerging as leaders in their fields or who have already become well known.,These artists are famous in other fields as well.,letters,1
"Like when I lived at home, we did not get along at all for anything in the world; we would fight all the time.",We still do not get along.,facetoface,1
Is he your favorite superhero?,Is Iron Man your favorite superhero?,facetoface,1
It just kind a fills it out a little bit makes it a little easier on the ear especially if they can't sing but.,It's unpleasant to listen to before we do this.,facetoface,1
We wouldn't exist if the need weren't there.,"Without us, many people would suffer unnecessarily.",letters,1
FAA Control Centers often receive information and make operational decisions independently of one another.,"FAA control centers get information without necessarily sharing it with other centers, even if the plane is headed into their direction.",nineeleven,1
"It is as if you looked up, say, infer/imply in a usage manual and the author's treatment, in place of an explanation and sound advice, were an unpleasant diatribe against anyone so dense and rude as to have had to look up the entry to begin with.",Replacing the explanation with the author's diatribe would only work in textbooks written by famous professors.,verbatim,1
In parallel with the roots of onomatopoeia (onoma `name' + poiein `to make or do') I have christened the effect  onoma again + pladzein `to mislead or deceive.,Onomatopoeia is a word that has a very old origin.,verbatim,1
We hope that you will consider a personal gift to help us offer our young people as possible.,We hope you will give us a personal gift to help young people with job training and college preparation.,letters,1
"Those who are not familiar with feminist writings may find it useful and interesting to consider a book, recently published in Britain, that is typical of the harsher brand of such works.",Those who don't read feminist writings might want read anything by Naomi Wolf.,verbatim,1
"While his allied Islamist groups were focused on local battles, such as those in Egypt, Algeria, Bosnia, or Chechnya, Bin Ladin concentrated on attacking the far enemy-the United States.",Bin Ladin was the only Islamist concerned with attacking the United States.,nineeleven,1
*$400 will pay for one program for an entire school.,"$400 pays for the program at an entire school, for up to 500 students.",letters,1
Is it like a gun?,Is it a toy gun?,facetoface,1
The first President Bush had authorized the use of U.S. military forces to ensure humanitarian relief in war-torn Somalia.,Bush authorized the military to help in Somalia for humanitarian reasons for just 6 months.,nineeleven,1
. . . You got a conflict on that direction?,There may have been differing views on that decision.,nineeleven,1
"This is a story that my dad told me when I was small, a long time ago that, there was a girl that, she was very young, she was going to go visit her parents.",I am telling my son about a story that my dad told me when I was younger.,facetoface,1
Shootdown authority was first communicated to NEADS at 10:31.,NEADS shot down a plane at 10:43.,nineeleven,1
To help accomplish these goals we need your support.,We'll need the support of at least 500 people to help accomplish these goals.,letters,1
"Duende [XV, 1] may be absent in Italian and French, as Mr. Bria assures us, but it is alive and prospering in Portuguese.",French is one of the most popular languages in romance novels.,verbatim,1
The computer can  watercolor  the sketch and produce the storyboard for presentation.,Computers that can color a sketch or create storyboards are usually more expensive to purchase.,oup,1
" Yeah, he's down.","He is down, stabbed by the hijacker.",nineeleven,1
It's hard enough for her to make good decisions when she's surrounded by support.,"Without support, she is destined to make wrong choices that will shape the rest of her life.",letters,1
"Since Slurvian thus exists in both a Germanic language (English) and a Romance language (French), must it not therefore follow that Slurvian has its origin in the common ancestor of both tongues, that is in the Indo-stage?",The most common Slurvian spoke is in Africa,verbatim,1
Any Muslim who rejects his ideas is just one more nonbeliever worthy of destruction.,There are multitudes of nonbelievers deemed to be deserving of death.,nineeleven,1
I think she must have enjoyed it because she read them to us too.,She definitely enjoyed reading to everybody.,facetoface,1
One thing in particular she used to save would be soup labels.,She saved Campbell's soup labels. ,facetoface,1
"and so on through the whole megillah : `long, involved story.",The scroll was a very complicated confusing story.,verbatim,1
"As you begin that process this year, I would like to ask you to consider helping young people in Marion County toward more positive youth development by becoming a supporter of the Marion County Commission on Youth, Inc.","Marion County Commission on Youth, Inc exists solely on donations from people like you.",letters,1
You would open the back door and you felt like you were big stuff.,The car had a door at the back that when you opened would make you feel like a million bucks.,facetoface,1
There's still time to be listed in the ALUMNI BULLETIN and for us to send you an invitation to the Century Club reception on May 3rd.,The listings in the ALUMNI BULLETIN are almost full.,letters,1
Fifty-six passengers boarded the flight.,"Fifty-six people boarded, however, 5 people missed the flight.",nineeleven,1
"But as Figure 7.9 suggests, a manufacturer can pay somewhat more to make certain units'those with high weekly variation in sales'in quick production lines and still reap a better return than it would by making all of the product in a less expensive, slower plant.",Manufacturers thus choose to make all their highly varying products in fast efficient factories.,oup,1
"This time, it was MUSCAT RAMBLE.",They changed the name to Muscat Ramble.,verbatim,1
"Let's see, recent authors You've probably never heard of any of these, but Gregory Benford is very good, these are science fiction, uh, see David Grant, science fiction that is real good.",David Grant only writes science fiction novels.,facetoface,1
The jagged heavy line in Figure 6.5 (page 100) depicts a typical inventory pattern for a replenishable product like our blue jeans in size 8. Note that the inventory level drops gradually as consumers purchase the item.,This is the most accurate means of illustrating the patterns of replenishment with products.,oup,1
Somewhat more involved ,There are others that require even more.,verbatim,1
Sexually Transmitted Infections (including AIDS),Sexually Transmitted Infections including AIDS are increasing rapidly.,letters,1
Please donate today.,We are here to help you with your donation today.,letters,1
"Historically, the textile-apparel relationship involved long lead times or advance commitments to secure the necessary cloth in the right style, texture, and patterns.",The textile-apparel relationship involved commitments to securing materials ahead of time from Chinese companies.,oup,1
"In the past eight years SEND has renovated over 70 homes for affordable resale to families, created more than 100 high quality apartments, assisted 20 businesses to expand or improve their facilities, created three new parks, and taught more than 200 youth work ethics and skills.",SEND has renovated dozens of homes to sell at affordable prices so low-income people can be homeowners in the city.,letters,1
"Over the years, a number of well-respected individuals have spoken out on behalf of our mission ...our service ...and our stewardship.","Among the well-respected persons who encouraged our service, there was Emma Watson. ",letters,1
"They, too, can read and write, of course, but their  solecisms,   barbarisms,  and  vulgarisms  call for rebuke, and what better rebuke than to treat them as if they did not belong at all'to condemn them figuratively to the outer darkness of the unlettered?",Treating them poorly as if they're unlettered lets us feel better about ourselves and our superiority.,verbatim,1
 Why are horse and cow lying down? Kevin asked.,Kevin was asking why the horse and the cow are lying down while the dog is standing.,oup,1
"Please send any survival tips for third and fourth year dental students to me, in care of IUSD!",Survival tips are very important for fourth year dental students in particular. ,letters,1
"A, a DJ by the name of Funk Master Flex, who put out a few albums and I don't even remember what they called.",Funk Master Flex is a woman. ,facetoface,1
"In our fund raising efforts to date, we have received the support of local government, foundations, and corporations as well as the personal financial commitments of individual MCCOY Board members.",We have raised thousands of dollars in our fund raising.,letters,1
Business units adopting both bar codes and EDI are therefore able to reduce the transaction costs for processing information about sales and orders.,Transaction costs decrease an average of 15% when using both methods.,oup,1
"I do not know how he would rate it, but I must confess that for general use I am inclined to put it just a little ahead of Chambers . But I haven't found it quite as much fun to browse in.","Chambers is more comprehensive, though it is not presented in an easy to understand fashion.",verbatim,1
"she said to them, because of you we're going to die too, through no fault of our own!","She said because all of you abandoned us, we're also going to die and we did nothing wrong!",facetoface,1
"As it began, some of the hijackers-most likely Wail al Shehri and Waleed al Shehri, who were seated in row 2 in first class-stabbed the two unarmed flight attendants who would have been preparing for cabin service.",The terrorists stabbed two men in first class.,nineeleven,1
"Um, my mom has because she knows how important it is to me and everything like that and my dad actually two weeks ago when I went home, I don't even remember why I went home, but I went home for something and he's like, he's still trying to convince me to double major.",My mother does not want me to have two majors.,facetoface,1
What has your support of our campers meant to them and what have they been able to accomplish because you care?,The campers have probably given you a bunch of problems,letters,1
"Command  Uh, do we want to think, uh, about scrambling aircraft?",We need to get planes in the air to protect the country.,nineeleven,1
Welfare is not the answer.,Welfare does not help people in the long run. ,letters,1
Gifts of $40.00 add up to provide valuable funding.,Gifts of $40.00 and $50.00 can contribute and provide valuable funding.,letters,1
NORAD would receive tracking information for the hijacked aircraft either from joint use radar or from the relevant FAA air traffic control facility.,NORAD gets tracking information for planes from joint use radar or the FAA but now we know there are gaps in the information.,nineeleven,1
I just really didn't ever love poetry for some reason.,I dislike poetry because it is boring.,facetoface,1
"He was rebuffed, and the Saudis joined the U.S.-led coalition.","As a result, Bin Ladin declared war on the Saudis as well.",nineeleven,1
The FAA and CIA joined at 9:40.,The CIA was late and had to join after the start due to an ongoing investigation. ,nineeleven,1
"In the succeeding minutes, controllers were attempting to ascertain the altitude of the southbound flight.",Controllers had the altitude of the plane on their screen.,nineeleven,1
There is nobody around I could practise with.,I really want to practice right now.,verbatim,1
"And then, like now that I'm in college, like I call her, like all the time and it won't occur that I should talk to my dad, too!",I talk to my mom on the phone a lot more than my dad.,facetoface,1
"One of the most significant changes in retail inventory management in recent years has been the introduction of vendor-managed inventory?(VMI) programs, also known as Continuous Replenishment Programs (CRP) or Continuous Product Replenishment (CPR).",Vender managed inventory was first invented in Chinese retail stores.,oup,1
"What kind of, do you ever tell stories to your little sister?",Do you like telling stories to kids?,facetoface,1
The young adults who leave Pleasant Run have those same feelings.,These young adults often return in time to offer there time as a thanks.,letters,1
"In addition to these dimensions, there are quarterly collections of different fabrics.",The quarterly collections somehow haven't been enough.,oup,1
I am inclined to prefer perjink and its derivatives.,Perjink has four derivatives. ,verbatim,1
"It ill behooves me, excoriated recently as enamored of the  cheap larf,  to criticize Safire's arch puns, which permeate' enliven  is probably the word his editor would use'his articles, but I find some kinds of humor unsuitable for reading, however they might evoke a chuckle when uttered viva voce .  A handful of examples, from the book at ",I find that Safire tries too hard to make his readers laugh.,verbatim,1
"At that point in time, the Langley pilots did not know the threat they were facing, did not know where United 93 was located, and did not have shootdown authorization.",Without proper knowledge of the situation and authorization the Langley pilots really could not do anything to help.,nineeleven,1
"Yeah, I liked it a lot.",I liked it because it was very fun.,facetoface,1
"Through the youth mapping process, it was confirmed that the positive opportunities for youth on weekend evenings were lacking.","It was confirmed through the youth mapping process, that positive opportunities for younger people on weekend evenings were lacking, more activities need to be offered to keep the youths out of trouble. ",letters,1
You did a really good job.,You did better at your assignment than anyone else.,facetoface,1
"After completing the process of developing a demand forecast for each SKU, a retailer must determine how much of each item to stock on the shelves of its stores.",Retailers try to be conscious of their starting budgets when looking at this.,oup,1
"Collins allows the Scots pronunciation, but, I am sorry to report, favors the English.",Collins likes English people more that Scottish people.,verbatim,1
This simple fact of sewing makes it very difficult to automate the process.,It will require a major breakthrough in artificial intelligence to completely automate.,oup,1
"However, the simultaneous loss of radio and transponder signal would be a rare and alarming occurrence, and would normally indicate a catastrophic system failure or an aircraft crash.",A plane being safe while losing radio signal is about 1/10.,nineeleven,1
It's definitely grown.,That tree is now 10 feet tall.,facetoface,1
"We use terms like Neanderthal Man, Peking Man , etc., without believing for a moment that there were no Neanderthal or Peking women (leaving aside Peking Toms).",People consider calling Neanderthal Man a sexist term as it doesn't include women,verbatim,1
"I'll ask you first Mom, and then Dad.","I have a couple more questions for you, mom and dad.",facetoface,1
"I might have been influenced by the preceding double is in tadashii .  But I find that tadachi ni is frequently written and printed in two words, ni meaning `in,' so that tadachi ni just might be equivalent to something like `in the immediate.","While not technically incorrect, it is not often done in a formal setting.",verbatim,1
"Okay, you read that from the Vice President, right?",Are you confirming the VIce President's participation?,nineeleven,1
"Though novel for its open endorsement of indiscriminate killing, Bin Ladin's 1998 declaration was only the latest in the long series of his public and private calls since 1992 that singled out the United States for attack.",The United States was one of Bin Ladin's preferred Western targets along with its allies.,nineeleven,1
"$1 invested in preschool education for a disadvantaged child saves $4.75 in later special education, welfare payments, crime, and other costs.",Investments in preschool education for the less fortunate can help me break the family cycle of poverty.,letters,1
Transmission of the Authorization from the White House to the Pilots The NMCC learned of United 93's hijacking at about 10:03.,The NMCC heard about the hijacking of United 93 at 10:03 when it was reported on CNN.,nineeleven,1
"These processes are often reinforced with such comments from parents and teachers as,  You'll never get anywhere nowadays without a college education. ",Over the years the number of people who are college educated has risen.,verbatim,1
"Perhaps the Proximity people thought that they had got round that little problem by giving the same definition for each of the items in the list; but we know that only very rarely are two synonyms bi-unique (which is another way of saying that if A = B, B does not necessarily always equal A), an ineluctable fact of language.",Synonyms are very common in English.,verbatim,1
A truly creative work is both original and sensible; its novelty is culturally meaningful and useful.,The work is original and sensible when combined with whimsy.,oup,1
The Command Center and FAA headquarters watched it too.,FAA headquarters was in communication with the Command Center.,nineeleven,1
Please join us as we continue to rebuild this historic neighborhood into a place of pride and community strength.,We will continue to rebuild the historic neighborhood and reduce the violence we've dealt with lately.,letters,1
Please join me in making a generous contribution to this year's Annual Campaign.,"Join me and try to contribute at least 2,000 dollars to the Annual Campaign.",letters,1
Some were in business and some were talking about starting a business.,They all had various needs but the same goals with their businesses.,letters,1
"Correspondingly, employment in automotive and apparel trimmings increased 71.4 percent from 1979 to 1997 while in women's and misses blouses and skirts it declined by 60.6 percent in the same period.",Employment in women's blouses and skirts decreased from 1979 to 1997 because the decrease in women working out of the home.,oup,1
We shall return to this point later.,We will come back to this in a few minutes.  ,verbatim,1
"Jarrah was in seat 1B, closest to the cockpit; Nami was in 3C, Ghamdi in 3D, and Haznawi in 6B.","Jarraj, Nami, Ghamdi, and Haznawi meticulously arranged this seating.",nineeleven,1
The Command Center told Cleveland that FAA personnel well above them in the chain of command had to make the decision to seek military assistance and were working on the issue.,Cleveland did not believe what they were told by the .,nineeleven,1
"Na, that's the only one they told me.",My parents told me the same one bedtime story over and over.,facetoface,1
"Given the volatile nature of demand in many industries, an assumption of stability is suspect, meaning that forecasts based on historical sales data may be less accurate than the historical data suggest.",Forecasts based on historical data were primarily written by men.,oup,1
"   And to request confirmation, they might well say  You do it exactly this way!",Customers often send unique confirmation requests.,verbatim,1
"It is a game that is like fishing in a barrel, but more stimulating mentally.",There are better games than fishing.,verbatim,1
All of the foregoing areas are supported by contributions from alumni and friends of the school,The gym and recreational locations are primarily supported by alumni donations.,letters,1
Such requirements could arise either as a result of voluntary agreements among retailers and apparel suppliers or be mandated through regulation.,One of these requirements is no agreement not to undercut each others prices. ,oup,1
"He did so because one of the brothers did not have photo identification nor could he understand English, and because the agent found both of the passengers to be suspicious.",The agent thought the passengers were suspicious because of the way they were acting.,nineeleven,1
The bull start making his noises and all that other stuff.,The bull made a lot of noise.,facetoface,1
"Clearly, true quality time for children is quantity time and more!","Spending real quality time with your children, means not just spending a lot of time with them but also what you do within that time is of great importance.",oup,1
Allah is the greatest.,Allah is God that rules over the US.,nineeleven,1
"But what about a reference by MacNeil's partner, Jim Lehrer, to  some ten thousand black gold and diamond miners [on strike in South Africa]. ",Black gold and diamond miners on strike in South Africa are being talked about often by people like Jim Lehrer.,verbatim,1
"In most cases, they dealt with words and functional elements, creating what are called reconstructions in hypothetical family prototypes called, variously, Proto-Latin, Proto-Greek, Proto-Germanic, Proto-Indo-Iranian, and so forth, the ultimate goal being to posit a single language called Proto-Indo-European.","In addition to several other prototypes, they thought that Proto-Celtic derived from Proto-Indo-European.",verbatim,1
"In sum, the protocols in place on 9/11 for the FAA and NORAD to respond to a hijacking presumed that",They had needed much better protocols. ,nineeleven,1
"Is there anything specific that, uh, you remember about your grandma?",Do you remember what your grandma looked like?,facetoface,1
"Hani Hanjour, Khalid al Mihdhar, and Majed Moqed were flagged by CAPPS.","CAPPS flagged hundreds of terrorists, including Majed Moqed, Khalid al Mihdar, and Hani Hanjour.",nineeleven,1
This year IUPUI is celebrating 25 years in partnership.,The IUPUI is in partnership with the ASPCA.,letters,1
Contact my office in the fall for the schedule and listing of this years' artists.,"If you don't contact us by the fall, you will have no idea what artists are scheduled for this year.",letters,1
