premise,hypothesis,genre,label
"This means that half of your contribution will be returned to you through State tax savings, while the entire donation amount will remain deductible on your Federal taxes.",All of your contribution is deductible on Federal taxes.,letters,0
"Unfortunately, children are riveted by a character's aggression and miss the caring message.",Kids are riveted by a character's aggression.,oup,0
History and Political Context Few fundamentalist movements in the Islamic world gained lasting political power.,Political power in the Islamic world is maintained by the fundamentalist movements.,nineeleven,0
"Today, Bodenheim's novel might be of interest to students of the English language because of its use of slang.",Bodenheim's novel makes an interesting use of slang.,verbatim,0
"Cobuild and CED are far from being such polar opposites, but they exemplify this general point.",Cobuild and CED aren't truly polar opposites.,verbatim,0
"The law school's 5,900 alumni are a distinguished group.","The 5,900 alumni of the law school are a distinguished group.",letters,0
"That is to say, beside Indo-European and Indo-Hittite, there must have existed an Indo-Slurvian.",There must have existed an Indo-Slurvian.,verbatim,0
Recently I found in one of those files in which for many years I have been systematically losing things a magazine clipping from many years ago which points out that the formal language of a century and more past can lead to misunderstandings today.,Formal language that is over one hundred years old can lead to misunderstandings in today's time.,verbatim,0
Only written or printed Chinese provides the glue to hold the Babel together.,"The Babel is held together by Chinese words, written or printed.",verbatim,0
Al Qaeda also used the Afghan state-owned Ariana Airlines to courier money into the country.,Al Qaeda used Ariana Airlines to courier money into Afghanistan.,nineeleven,0
"Consider the following conversation between Mel and his 4-year-old son, Ben, as the pair took a summer-evening walk on a California beach near their home.",Mel had a 4 year old named Ben.,oup,0
We can support such a scholarship if you will give $25.00 to the English Alumni Scholarship Fund.,We are conditionally able to support that scholarship. ,letters,0
"Narrative conversation also fosters language development and emergent literacy, which greatly ease the task of learning to read and write when children get to school.",Certain styles of conversation makes it easier to teach children to eventually read and write. ,oup,0
"Well, it wasn't light yet when the gunfire starts.","When the gunfire starts, it was not even light yet.",facetoface,0
"They had bookshelves, um, that my daddy built, that were built in bookshelves and he um, they were filled up with books, and one summer, I remember when I was a teenager, I just made it a mission to read as many of those books as I could, and I plowed, they were fiction most of them.",One summer I read through a lot of the books on the shelf.,facetoface,0
"Nobody who knew him would have expected him to do anything else, whether he had been sent away in disgrace or not'but, as it was thought he had left the country, his return did have a dramatic quality.",Nobody he knew expected him to do anything else by he surprised them.,verbatim,0
Somewhere in VA Marsha sees a billboard for this restaurant to eat at.,"Somewhere in Virginia, Marsha sees a restaurant's billboard.",facetoface,0
The optimal policy is one for which marginal increases or decreases in chosen inventory levels will not confer additional profits.,The best policy is one in which small changes in inventory levels will not affect profits.,oup,0
"As early as January 1994, Bin Ladin received the surveillance reports, complete with diagrams prepared by the team's computer specialist.",The team's computer specialist helped prepare reports that Bin Ladin viewed.,nineeleven,0
"They would rather me stay in Nursing because they know that's where my heart is but, um, you know, they're behind me in whatever I decide to do.","I know that they will fully support me no matter what I choose to do next, even though they would love for me to stay in nursing since they know it's what I truly love. ",facetoface,0
Consider the following problematic situations that parents recently raised with ,Parents recently brought up some problematic situations.,oup,0
"After anesthesia was introduced in the U.S. in 1844, the phrase came flguratively to mean to `deal with a bad situation resolutely,' as in Rudyard Kipling's lines  Bite the bullet, old man,/ And don't let them think you're afraid. ",Anesthesia was first used in the United States in 1844.,verbatim,0
"However, the simultaneous loss of radio and transponder signal would be a rare and alarming occurrence, and would normally indicate a catastrophic system failure or an aircraft crash.",Losing signal of radio and transponder is rare and seems shows a potential crash.,nineeleven,0
"Not really original, no, it was, uh, poems by well-known authors that you'd find in a book, but she had to memorize a lot of them, and she, but she read us children's poems, too, out of books, books that were written for children.",My mom had to recall a lot of poems by memory.,facetoface,0
What we are able to accomplish each year is a direct result of your generosity and your understanding of what it takes to provide the best legal education we possibly can.,Your understanding has an effect on what we can accomplish. ,letters,0
The parallels with the information integration now occurring in retail-apparel-textile channels'this time driven by advances in computer and related technologies'are striking.,Parallels are appearing in retail-apparel-textile channels.,oup,0
"In Sudan, he established an Islamic Army Shura that was to serve as the coordinating body for the consortium of terrorist groups with which he was forging alliances.",He was forging alliances with terrorist groups.,nineeleven,0
"I want to thank you for your past support of the Visiting Nurse Service Foundation, Inc.",The Visiting Nurse Service Foundation thanks you for your previous support.,letters,0
"Some maintained collaborative relationships with al Qaeda, but many disengaged entirely.",Not all of them maintained relationships with al Qaeda.,nineeleven,0
"Now, I'm on a journey.",I am starting a journey.,letters,0
"Instead, the Department established the Joint Forces Command, located at Norfolk, Virginia, making it responsible for military response to domestic emergencies, both natural and man-made.",The Department established the Joint Forces Command in Virginia to help the Army respond to hurricanes better.,nineeleven,0
Yet these nagging problems do not negate the need for a new approach to inventory management; they merely indicate how complicated supplier relationships have become.,These problems just show how complicated supplier relationships are.,oup,0
Thank you again for sharing our hope for a future without cancer.,Thanks for helping us imagine a cancer-free future!,letters,0
"I'm going to cut it with the, a knife, the knot, so the cow can go and she won't die.","I am going to cut through the knot with a knife so the cow can escape, otherwise she'll die.",facetoface,0
"All of the above techniques rest, in one way or another, on the meanings of words.",The mentioned methods rely on the definition of words. ,verbatim,0
"Oh well that was Rosemary, her mother was gone.",Rosemary's mother was gone.,facetoface,0
They have a place here too.,They also have a place here.,facetoface,0
And there are a lot of people who face these challenges every day of their lives.,Lots of people struggle with constant challenges in life.,letters,0
"We broke new ground by using information technology to manage our business together, instead of just to audit it.","We started something new by using information technology to not only audit, but to manage our business.",oup,0
"The surge in apparel imports in the 1980s came from low-wage countries, primarily the Asian  Big Four 'the People's Republic of China, Hong Kong, Taiwan, and Korea.",There was a surge in apparel imports in the 1980s.,oup,0
An ambulance?,Is it an ambulance?,oup,0
"set in a type (as boldface) readily distinguishable from that of the lightface running text which defines, explains, or identifies the entry",The boldface type will be distinct from the lightface text.,verbatim,0
"However, these are difficult times for public institutions of higher education, because legislative appropriations are either flat or in the decline.",Times are difficult for public institutes of higher education due to legislative appropriations.,letters,0
"As the explorer Ernest Giles put it, the explorer's experience is a  baptism worse than that of fire'the baptism of no water. ",Giles said an explorer's experience is like a baptism.,verbatim,0
The other aircraft referred to by New York Center was United 175.,One of the aircraft that New York Center referred to was Untied 175.,nineeleven,0
"She'd go, Oh no, he's not mine."," She's say something like ""Oh no, he's not mine"".",facetoface,0
"The checkpoint featured closed-circuit television that recorded all passengers, including the hijackers, as they were screened.",All passengers got recorded at the checkpoint while they were being screened.,nineeleven,0
"The next two chapters examine apparel operations, starting with a look at the use of information technologies and automation equipment in the preassembly stages of garment-making (Chapter 8) and then the sewing room (Chapter 9).",Information technologies within the context of the preassembly stages of garment-making are examined in Chapter 8.,oup,0
I look forward to seeing your name on our membership list.,I look forward to seeing that you are a member.,letters,0
"Because they were living in a, in an apartment basically.",They used to live in an apartment. ,facetoface,0
"Map 33 shows the distribution of child (most of southern England) and of bairn (north of a slightly wavy line between Boston, on the Wash to the east, and Lancaster, on the west coast).",In Map 33 we see the areas where the words child and bairn were popular.,verbatim,0
"Each year, we help thousands of people who face tremendous obstacles.",The people we help are faced with huge obstacles.,letters,0
"They must induce children to develop talents, skills, good values, and a sense of accomplishment through engagement not just in activities that are easy and fun, but in ones that are meaningful and challenging'that help them sustain eort in the face of diculty, overcome obstacles, and advance to greater heights.",They have to encourage kids to control their values.,oup,0
"I'm opening up like five pools and they're giving me a headache because they all turned green today, so, that's like the most fun job for me.","I opened five pools and they all turned green, it's such a bother.",facetoface,0
Some of Bin Ladin's close comrades were more peers than subordinates.,Some people had a status almost equal to Bin Ladin.,nineeleven,0
The line to the White House shelter conference room-and the Vice President- kept cutting off.,The line to the White House shelter conference room kept dropping calls.,nineeleven,0
"But for 8 minutes and 13 seconds, between 8:56 and 9:05, this primary radar information on American 77 was not displayed to controllers at Indianapolis Center.",American 77's information was not displayed on the primary radar.  ,nineeleven,0
"At 9:29, the autopilot on American 77 was disengaged; the aircraft was at 7,000 feet and approximately 38 miles west of the Pentagon.","The autopilot on American 77 was turned off at 9:29 at approximately 7,000 feet, 38 miles from the Pentagon.",nineeleven,0
"Man as a False Generic,  M and S question whether the definitions  2.","M and S inquire about the definitions, Humans as a Generic of Falsehood.",verbatim,0
"He could attract, train, and use recruits for ever more ambitious attacks, rallying new adherents with each demonstration that his was the movement of the future.",He was able to bring in new people for bigger actions and rev up everyone with every new attack.,nineeleven,0
"Recall how Sophie satisfied both teddy bear's and leprechaun's desire for a lollipop, when just one TinkerToy lollipop was available.",Sophie was able to share the lollipop between the teddy bear and the leprechaun.,oup,0
"Five seconds later, Jarrah asked, Is that it?","Once five seconds passed, Jarrah asked ""is that it?"".",nineeleven,0
"For example, the Secretary of Labor has used his or her  bully pulpit to call attention to the problem","For instance, the Secretary of Labor has utilized his or her domineering jerk podium to point out the issue.",oup,0
Just like the respect we've earned from U.S.News  and World Report.,It's the same kind of respect we've earned from U.S.News and World Report.,letters,0
"She knew I was going to do it, but Dad was pretty irate.","Although she knew, dad was very mad.",facetoface,0
"Children become better at taking the perspective of their partner, especially a partner who adjusts his or her communication to the child's level and observes the child closely to assess his or her comprehension.",Children grow closer to the perspective of their partner.,oup,0
"American Airlines dispatchers also tried, without success.",The dispatchers were trying to help.,nineeleven,0
"I pointed out to him that if they made available a proper manual the number of calls could probably be reduced to 6,000.",I believe a manual would have helped the situation.,verbatim,0
"It has been a busy time, for we have an ambitious agenda for growth and development.",Our agenda to expand and develop has made it a busy time.,letters,0
"In the same way, those who support equal rights for women would be well advised to concentrate on the issues at hand and not contaminate their cause with trivia, like whether Romeo and Juliet or Antony and Cleopatra ought to have the order of the names reversed in odd-numbered years so that women get top billing.",Supports of women's equal rights are advised to avoid trivia.,verbatim,0
That's a good attitude!,That is quite a fine stance! ,facetoface,0
"oy not so much a word as an entire vocabulary, as Rosten   can express any emotion, from trivial delight to the blackest woe. ",Oy can be used to express anything from trivial delight to the blackest woe.,verbatim,0
"Even though I had freedom when I was, you know, home, whatever, but I still had a curfew.","I was able to do what I liked home, but only withing reasonable hours.",facetoface,0
Futures for Children was founded over 30 years ago to provide unique solutions for positive and sustainable social change by placing children at the center of community decision-making and action.,Futures for Children mission is to provide unique solutions for social change.,letters,0
These people are living proof that your investment pays off.,The people are proof that the investment is worth it because their outcomes are greatly improved.,letters,0
"Recall the Zinacanteco Indian child weavers and the Brazilian child street vendors, who are advanced in skills relevant to their own culture yet behind on tasks devised for children in Western industrialized nations.",Some children who weave or sell items in the street are behind on tasks devised for Western children.,oup,0
We invite you to sponsor a bench.,We would be most grateful if you would sponsor a bench.,letters,0
"go off half cocked Muzzleloaders, then as now, had a half cock, or safety position, for a gun's hammer that partially back-locked the trigger mechanism so that the weapon could not be fired.",A gun has a hammer component which is linked to the trigger.,verbatim,0
"Not long afterward, senior al Qaeda operatives and trainers traveled to Iran to receive training in explosives.",Senior al Qaeda operatives and trainers went to Iran to learn how to make bombs.,nineeleven,0
In just the past few years this program has grown from a few kids and a few extra activities to a team of almost 60 young adults taking on real projects.,"A team of almost 60 young adults are taking on real projects now, grown from only a few kids originally.",letters,0
"But under rapid replenishment arrangements, the inventory risk is now assumed by the apparel manufacturer; consequently assembly time is now very important.",With rapid replenishment inventory risk is taken by the manufacturer and thus the time in assembly is extremely vital.,oup,0
"We'll welcome their call and do our best to help them through the difficult time, so they can get on with their lives.",We will do our best to assist them through hardships.,letters,0
"In a recent provocative study, sociologist Arlie Hochschild spent months getting to know employees at a large Midwestern corporation she called Americo.","Arlie Hochschild, a sociologist, spent months getting to know employees of Americo during a recent exciting study.",oup,0
You can literally help save a life.,You can save a life.,letters,0
The decreasing lead time of the quick-line plant makes it competitive at a lower inventory carrying cost.,"It's not only the decreasing lead time of the quick-line plant that makes it competitive, it's also the small amount of inventory. ",oup,0
"And, I don't know, it's like my grandparents, I'm the youngest one.",I am the youngest one. ,facetoface,0
"Through it, children practice and strengthen their capacity to represent their experiences.",It is possible for children to strengthen their capacity to represent their experiences.,oup,0
Of course you only had a thousand students through all those six grades.,For all the six grade there was a thousand students.,facetoface,0
"Alternatively, an adept supplier who uses information for planning, production, and distribution may well share in the competitive advantages derived from better information on the true state of final customer demand.",Suppliers who know their customers' demand tend to make the most profits.,oup,0
"For Indianapolis, that public university must be IUPUI.",IUPUI is a public university.,letters,0
And did you like living in Charlotte all your life?,Did you enjoy spending your whole life in Charlotte? ,facetoface,0
"All the hijackers had assigned seats in first class, and they seem to have used them.",The hijackers sat in their assigned seats in first class.,nineeleven,0
General David Wherley-the commander of the 113th Wing-reached out to the Secret Service after hearing secondhand reports that it wanted fighters airborne.,Wherley was the commander of the 113th Wing.,nineeleven,0
"To avoid New York area air traffic and uncertain about what to do, the fighters were brought down to military airspace to hold as needed.","To avoid air traffic in new York and not knowing what to do, fighters were sent to military air space. ",nineeleven,0
"One day when the wind chill factor was nearing absolute zero, I took shelter in the service club.",The wind chill was below zero so I had to take shelter.,verbatim,0
"It's just one of those things that you know, you just don't think people want to hear much about these days.",People don't usually want to hear about those things much.,facetoface,0
Please renew your commitment today.,A renewal of commitment is required today,letters,0
Has that directive been transmitted to the aircraft?,Has the aircraft had the directive transmitted to it?,nineeleven,0
"In play, Alison thinks about paint colors, which need not be the color of her real room.","During play, Alison considers paint colors including those that are not the color of her room.",oup,0
So you feel like it's a southern thing?,Is that like some sort of southern thing?,facetoface,0
It was all of those positive influences that I have to thank for opening my eyes to dentistry as a profession.,I have had many positive influences that helped me get into dentistry as a profession.,letters,0
"As it turned out, the NEADS air defenders had nine minutes' notice on the first hijacked plane, no advance notice on the second, no advance notice on the third, and no advance notice on the fourth.",The NEADS air defenders did not have advance notice for most of the hijacked planes.,nineeleven,0
Counting definitions is a start.,A start is counting definitions.,verbatim,0
Does she like what she does?,Does she like what she is doing?,facetoface,0
Did you notice any differences between an American writer and someone of foreign descent?,Did you take note of the differences between an American writer and someone who is foreign?,facetoface,0
All were convinced that anything so compelling and engrossing in the life of the young child must be profoundly significant.,Everyone believed that anything so engulfing to a child must be very important.,oup,0
"(Admittedly, no party completely purges its rhetoric of terms like phallologocentric, however.)",No party completely purges its rhetoric of terms like phallogocentric.,verbatim,0
Your gift in this area has a direct impact on a student's continuing education.,Your present has a marked effect on the education of a student. ,letters,0
"Consider Dickens' sharp image in Bleak House (Chapter LIV) when he describes how  Sir Leicester leans back in his chair, and breathlessly ejaculates.",Sir Leicester was ejaculating while leaning back in his chair.,verbatim,0
"During my time in senior high, and, after that, in the Army Air Force, I had other things on my mind (there was a war on, after all), and I didn't give the MUSKRAT-MUSKAT-MUSCAT RAMBLE problem any thought.","I had the war on my mind, among other things, during my time in senior high.",verbatim,0
They lived across the street from us in PA.,The lived in the house across the street.,facetoface,0
"Outraged, several Libyan members of al Qaeda and the Islamic Army Shura renounced all connections with him.",His connections were all destroyed after they were angered.,nineeleven,0
"Well, thank you for being part of this study",Thank you for taking part in this study.,facetoface,0
 Get your hand off my knee. ,Take your hand away from my knee.,verbatim,0
"In addition, there was a rich collection of words relating to water, not necessarily indicating its presence.",There was a collection of words that were about water.,verbatim,0
"Eleven, the first guy, he's heading towards Washington.",Eleven is DC bound.,nineeleven,0
He had an appetite and aptitude for business.,"In business, he found that he could excel; on top of this, he really enjoyed it.",letters,0
They claimed they had a bomb.,They said they had a bomb.,nineeleven,0
For North Carolina?,Concerning North Carolina?,facetoface,0
"The Army suspected him of malingering, and that didn't sit well with the 9th Infantry Division platoon sergeant.",The platoon sergeant of the 9th infantry didn't like that he was malingering.,letters,0
"It took somebody like Slater'an indentured apprentice for over six years at the Arkwright and Strut's plant in Milford, England'to ferry the plans to America.",The plans were couriered by an indentured apprentice.,oup,0
"I don't, I kind of don't think about that though, because I'm like my life is my life, you know?",This is my life I just do not want to think about it.,facetoface,0
Goodwill works.,Goodwill is effective.,letters,0
I was old enough at the time that I knew what was going on.,"By that age, I knew what was happening.",facetoface,0
Several FAA air traffic control officials told us it was the air carriers' responsibility to notify their planes of security problems.,Air traffic control officials told us the air carriers were in charge of notifying their planes of security problems.,nineeleven,0
"Men and women struggling with addictions find healing, forgiveness and the chance to make a new start in life... families living from paycheck to paycheck find comfort, food and emergency assistance... and underprivileged children have the opportunity to eat well-balanced meals and participate in special activities.",Underprivileged children have opportunities that they have never had before.,letters,0
Or the flight attendants may just have been in their way.,The flight attendants might have been in the way. ,nineeleven,0
"Finally, the cloth must be spread in as many layers of thickness as necessary to achieve the number of units requested or as many as can be properly cut at one time.",The cloth must be spread in as many layers as can be cut.,oup,0
I wish I could take back my whole freshman year.,I would love to be able to start afresh with my freshman year. ,facetoface,0
We have the chance to shape the future of IUPUI by what we choose to do here.,"By what we choose to do here, we have the chance to shape the future of IUPUI.",letters,0
"Practicing and solidifying modes of representation, Piaget emphasized, make it possible for the child to free thought from the here and now; create larger images of reality that take into account past, present, and future; and transform those images mentally in the service of logical thinking.","Piaget emphasized, a holistic approach to logical thinking.",oup,0
"The most up-to-date versions of automatic-cutting equipment, including the GERBERcutter, are even more effective.",The GERBERcutter is an example of automatic-cutting equipment.,oup,0
"Where is, where was this?",I want to know where it is.,facetoface,0
  The correct translation is the  Yueh (or Viet)  of the  south  (as opposed to the  Yueh  who used to be just beyond present-day Shanghai).,There is a correct translation of the south.,verbatim,0
"When you give to United Way, you can rest assured that your gift will be used efficiently and effectively to help people in need here at home.","Make no mistake, your gift to the United Way will be used efficiently and effectively to help people with no other recourse, who are in need here in the area.",letters,0
"Jarrah's objective was to crash his airliner into symbols of the American Republic, the Capitol or the White House.",Jarrah was ordered to destroy symbols of America.,nineeleven,0
Please make checks payable to Indiana University Foundation.,Please write your check to Indiana University Foundation.,letters,0
People just don't have the time or take the time to keep the traditions going they just get too busy or too lazy.,People do not maintain traditions because they are lazy.,facetoface,0
"I also encourage you to seek additional support through your company, church, or service organization.",You should reach out to many people for help,letters,0
Not only are they winning awards around town but many will be presented with scholarships or gift certificates on April 30th at the annual Awards and Honors Ceremony.,Some people may get scholarships and gift certificates on April 30th.,letters,0
"The subassemblies for the collars, backs, fronts, cuffs, and sleeves might be on one side of a center aisle down the factory floor and the major assembly steps on the other side.",The subassembly for sleeves could be on a single side of the center aisle.,oup,0
They seem to have him on a primary radar.,They have got him on a primary radar.,nineeleven,0
Probably one of the first ones that was ever read to me the first one I can remember is my cousins Mary and Glenda reading Trumpet the Dog.,I remember my cousins reading Trumpet the Dog.,facetoface,0
They seem to think that he is descending.,They think he is going down.,nineeleven,0
"Indeed, the central purpose of language, from its moment of emergence, is  communication, social contact, infiuencing surrounding individuals. ","Communication, social contact, influence and other factors form the central purpose of language.",oup,0
As the tax year draws to a close I would like to urge you to make a tax deductible contribution for the support of Women's Studies.,Make sure you donate to this year's fundraiser especially since its tax deductible. ,letters,0
"Plus, I really wasn't making the kind of connections that I wanted to make.",I wasn't getting to know the right people.,facetoface,0
"Thank, thank you for your stories.",Thanks for your stories.,facetoface,0
This is illustrated in Table 9.1 (page 158) for the men's and boys' shirt industry.,This is illustrated in Table 9.1 for shirts made for men and boys.,oup,0
I wanted to briefly share with you some of the specific uses of the funds that are donated each year.,Allow me to quickly share with you how donated funds are allocated each year.,letters,0
The Hijacking of American 77 American Airlines Flight 77 was scheduled to depart from Washington Dulles for Los Angeles at 8:10.,The plane was supposed to be heading to Los Angeles.,nineeleven,0
"Once inside, Vice President Cheney and the agents paused in an area of the tunnel that had a secure phone, a bench, and television.",Cheney and the agents stopped in the tunnel.,nineeleven,0
"Lancame has begun to market a line of cosmetics called Nios??me, which lexics (opposite of dyslexics) may read as Noisame, a singularly unimaginative name for a  it ranks with product names like Anusol (regardless of its pronunciation in commercials).","A new collection of makeup by Lancame has been named Nios??me, perhaps read as Noisame by some, a name that can be rated as uncreative as the product Anusol.",verbatim,0
"When Bond Stores had customers lining up around the block to buy suits,  casual wear,  as we know it today, did not exist.",Bond Stores had customers lining up around the block.,oup,0
Speed of delivery has increasingly become part of the competitive equation.,How fast things are delivered is an essential part of being competitive.,oup,0
"Recently in Chambers I came across the adjective perjink , a Scots word given also in Collins , but not in any of the other desk dictionaries I  it means   finical. ",The adjective perjink is a Scottish word found in Chambers.,verbatim,0
"Where is, where was this?",Where did it happen?,facetoface,0
She wondered what would happen if she could take one child from the city and place that youngster where she was now -- in the midst of this beauty and serenity.,The place she's in is incredibly beautiful and peaceful.,letters,0
"Please, consider renewing your support of these great kids today.",These kids need your continued support. Please consider renewing.,letters,0
You've got three kids now.,You have three children now.,facetoface,0
"But as Figure 7.9 suggests, a manufacturer can pay somewhat more to make certain units'those with high weekly variation in sales'in quick production lines and still reap a better return than it would by making all of the product in a less expensive, slower plant.",Figure 7.9 suggests that a manufacturer can pay more to make units with high variation and reap better return that it would making product at slower less expensive plants.,oup,0
"When bar codes and EDI are combined with advanced shipping practices, the benefit of each practice is enhanced; order processing occurs more rapidly, accurately, and with less paper.",Bar codes and EDI are synergistic with advanced shipping practice. ,oup,0
(Tries to insert a piece in the wrong place),They put the piece in the wrong place.,oup,0
Girl Scouting benefits Parent/child relationships.,Young girls that take part grow stronger bonds with their parents.,letters,0
There was one particular woman I don't recall her name.,I don't remember that woman's name. ,facetoface,0
They initiated their cockpit takeover within 30 minutes of takeoff.,The takeover began less than an hour after takeoff.,nineeleven,0
The account description written in 1971 for the Ralph E. McDonald/Pedodontic Fund states Expenditures of the fund shall be approved by the fund committee of six.,Expenditures of the fund have to be approved by a committee of six.,letters,0
"Not really, that's all.",We do not have anything else.,facetoface,0
"Woolf identified but did not describe  a woman's sentence  and, in the same text, wrote of women ancestors (for example, Shakespeare's putative sister) who was silent, silenced by a society dominated by men.","Woolf wrote about women ancestors, such as Shakespeare's silent sister.",verbatim,0
"Over the last ten years, VNS has delivered over $1 million worth of free services to the citizens of Central Indiana.",VNS has provided services at no charge to citizens of Central Indiana.,letters,0
Three of the flights had actually taken off within 10 to 15 minutes of their planned departure times.,"Within 10 to 15 minutes of their planned departure times, three of the flights had taken off.",nineeleven,0
"He then discovered, to his surprise, that the Langley fighters were not headed north toward the Baltimore area as instructed, but east over the ocean.",The fighters were going in the wrong direction. ,nineeleven,0
"Your gift today of $25, $50, $125, $250 or more will help keep our Red Shield a strong, reputable symbol of hope -- for those we assist, as well as for those who are watching!","Your gift today, however much, will help sustain Red Shield and its mission.",letters,0
Won't you join us in our efforts by continuing your support in 1999?,You should join and keep supporting us in 1999.,letters,0
So that helped you learn about people that you had not necessarily met.,They learned more about people that they hadn't met before.,facetoface,0
How can parents beat the  time bind ?,How can parents find more time?,oup,0
"Umm, go ahead and tell me about a story.",Go forth and share a story with me.,facetoface,0
"Um, do you have a, one of those types of stories?","Do you have, one of those types of stories to tell?",facetoface,0
"Well, do you remember one of those particular stories that um, might come up when you're just sitting around reminiscing?",Are there any particular stories that come up when you sit around and think about it?,facetoface,0
"In many other places, the ancient sites lay buried'and still do'beneath modern  modern property owners quite understandably take a dim view of tearing down their buildings on the off chance that the remnants of an ancient town will be found several yards below.",Many ancient places remain in undiscovered. ,verbatim,0
"When I found out that the infant mortality rate in Indiana was 86 percent greater than for mothers in Sweden, I was shocked.",The news was a huge surprise to me.,letters,0
Recently a project' arose that should be interesting to you as a former student who struggled to clear the financial hurdle of education.,"A someone who attended school while meeting the challenges of trying to pay for your education, you might find this new project enticing.",letters,0
"But because the iron balls and the brass holders had markedly different coefficients of expansion, the pyramids of cannonballs had a tendency to collapse during cold snaps'weather that was cold enough to freeze the balls off a brass monkey.",Cold weather causes the cannonballs to collapse.,verbatim,0
"We are privately funded by thousands of individuals, clubs, businesses, churches, foundations -and others.",We are funded by thousands of donor.,letters,0
What how often.,How frequently did you do it.,facetoface,0
"Girl Scouts experience a wide range of real life skills--first aid, resume writing, and managing money.",Indiana's Girl Scouts learn many new skills to use for life.,letters,0
"Whether the apparel item is casual or formal, the stitching in the garment must accomplish one or more of the following objectives.",There are one or more associated objectives with the garment. ,oup,0
Chapters 8 through 10 focus on the apparel industry; Chapters 11 and 12 look at textiles.,The chapters are about apparel and apparel related material.,oup,0
"Not that I can remember, no, uh uh.",I can not remember.,facetoface,0
"Therefore, the amount of finished goods in the manufacturer's distribution center needed to satisfy weekly demand for all SKUs depends on the cycle times of the plants supplying finished product, and what fraction of production is made in each plant.",The fraction of production from each plant directly hinges on the cycle time of finished products.,oup,0
Understanding is the key.,Understanding is the most important aspect,letters,0
"I do, but it gets to a point where like I feel like if I fail, it's just going to be like way too much for everybody.","I feel as though when I fail, my failure will be very disappointing to everyone.",facetoface,0
"Bin Ladin was also willing to explore possibilities for cooperation with Iraq, even though Iraq's dictator, Saddam Hussein, had never had an Islamist agenda-save for his opportunistic pose as a defender of the faithful against Crusaders during the Gulf War of 1991.",The terrorist was willing to work with the country of Iraq.,nineeleven,0
ramrod A ramrod is a rod of wood or metal for ramming the ball and patch down the barrel of a muzzleloading firearm and setting them against the main powder charge.,If you need something to ram the ball and patch down the barrel of a firearm you should use a ramrod.,verbatim,0
It is my (wholly unsubstantiated) guess that the majority of Soviet personnel in Vietnam are in fact not Russian.,I guess that most Soviets in Vietnam are not Russian,verbatim,0
This statement was also incorrect.,The statement was not true.,nineeleven,0
The Challenger Scholars Program attempts in a small way to address this crisis by encouraging bright and dedicated students with a desire to extend their knowledge into the classroom as teachers to continue in that career path.,The purpose of the Challenger Scholars program is to inspire students to become teachers and continue their career path.,letters,0
You'd better do it right!,You need to do it right,verbatim,0
"At the same time, children can develop more attractive dispositions and adaptive skills as the result of parental warmth, attention, and consistent guidance.",Kids can develop better dispositions.,oup,0
"It was, the Sphinx explains, his answer to the   Man. ","According to the Sphinx, it was his answer to mankind.",verbatim,0
The new world of rapid replenishment implies additional capabilities for both the retailer and manufacturer.,The introduction of rapid replenishment suggests more capacities for both the manufacturer and retailer.,oup,0
"Our neighbor had a pool and we were kind of like the Hatfield's and McCoy's, they weren't very nice people and they didn't like us.",The neighbors had a pool but they were not fond of us at all.,facetoface,0
"Therefore, I stand uncorrected.","And so, I am still right.",verbatim,0
58 provides the cost for one boy or girl to participate in scouting activities for a year.,A donation of 58 dollars provides scouting activities for one boy or girl.,letters,0
"The IU School of Dentistry is committed to remaining the recognized leader in scholarly research, teaching and service.","The IU School of Dentistry is one of the best schools for research, teaching and service.",letters,0
"A short time later, Nawaf and Salem al Hazmi entered the same checkpoint.","A while afterwards, two people went into the identical checkpoint.",nineeleven,0
"When most people think of apparel design, they see fashion designers and models on runways.","People imagine designers and models in fashion shows, when they think of apparel design.",oup,0
"Uh, we used to sit on her back porch and uh snap uh beans or what they called doing snap beans, uh, which was really just taking green beans and snapping them into smaller pieces.",We used to snap green beans on her back porch.,facetoface,0
They're moving everybody out of the way.,Everybody is being moved out of the way.,nineeleven,0
And you were born in Presbyterian Hospital.,You were born in Presbyterian Hospital,facetoface,0
They could not recall that any of the passengers they screened were CAPPS selectees.,"None of the passengers they screened were CAPPS selectees, as far as they could remember.",nineeleven,0
"Sometimes I gave up, as when pointing to my temples (white) brought shampoo rather than the desired bleach.",Sometimes I give up as whit brought shampoo instead of bleach. ,verbatim,0
"The President's motorcade departed at 9:35, and arrived at the airport between 9:42 and 9:45.",The President was transported by a Motorcade at around 9:40,nineeleven,0
"Such a plot had not been carried out anywhere in the world in more than 30 years, and never in the United States.",It was the first time such a plot happened in the United States.,nineeleven,0
"As a member , your voice will be added to those of others across the state, with the message that we can and must create caring communities that support families and shelter children.","We can create caring communities that support families and shelter children--that message will be added to those of others across the state, as a member's voice.",letters,0
A favorite story about anything?,Anything that is a favorite story.,facetoface,0
"Well-known theories of child development'Freud's, Skinner's, Gesell's, and Piaget's, for example'provide little comfort, since dramatic shifts in favored theories have occurred since the launching of systematic study of children about 100 years ago.","Freud, Skinner, Gesell and Piaget all studied child development.",oup,0
That would be an interesting day.,That could be a curious day.,verbatim,0
"Most of the religions of the world connected woman with mother earth, fertility, and all the other progenetic and nurturing associations, and this was borne out in the cultures of the people.",Most religions of the world connect mother earth and fertility to women. ,verbatim,0
